<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GAZP,D,20201022,000000,163.8500000,166.5300000,163.6600000,165.2700000,39.939.480
GAZP,D,20201023,000000,165.1500000,165.8800000,164.3900000,164.9600000,32.909.950
GAZP,D,20201026,000000,164.4400000,164.9600000,161.1000000,162.1700000,53.436.340
GAZP,D,20201027,000000,162.1800000,162.6200000,158.2100000,159.2100000,58.268.970
GAZP,D,20201028,000000,158.9800000,158.9900000,153.7000000,154.3000000,86.858.100
GAZP,D,20201029,000000,155.0800000,157.3000000,154.2000000,156.7400000,52.752.800
GAZP,D,20201030,000000,155.0900000,156.2000000,154.0800000,154.2800000,42.661.020
GAZP,D,20201102,000000,153.9600000,157.9800000,151.9000000,157.7400000,69.600.850
GAZP,D,20201103,000000,158.2100000,161.9200000,157.4400000,161.0900000,71.067.000
GAZP,D,20201105,000000,163.8100000,165.2500000,161.9900000,163.7000000,73.016.160
GAZP,D,20201106,000000,163.0000000,165.8400000,161.5200000,164.9200000,51.633.910
GAZP,D,20201109,000000,166.7200000,171.5000000,164.9000000,170.1300000,103.358.560
GAZP,D,20201110,000000,169.0300000,173.6400000,167.6300000,172.9200000,76.531.040
GAZP,D,20201111,000000,173.5000000,175.1500000,170.2600000,170.5300000,72.020.230
GAZP,D,20201112,000000,170.2000000,175.3000000,169.7500000,172.9100000,71.917.150
GAZP,D,20201113,000000,172.8800000,181.2700000,172.4200000,180.3000000,104.602.920
GAZP,D,20201116,000000,181.0200000,185.6200000,180.3000000,185.3200000,89.217.810
GAZP,D,20201117,000000,185.1000000,185.3100000,178.8300000,182.9000000,99.307.240
GAZP,D,20201118,000000,182.2600000,187.6900000,180.8000000,185.0000000,69.101.570
GAZP,D,20201119,000000,185.2000000,185.8800000,181.9200000,184.1600000,53.164.780
GAZP,D,20201120,000000,184.1000000,184.3600000,182.1000000,183.2100000,31.836.360
GAZP,D,20201123,000000,183.6400000,185.6300000,182.7700000,184.1500000,41.043.100
GAZP,D,20201124,000000,185.0300000,187.3000000,183.9700000,186.7600000,60.674.430
GAZP,D,20201125,000000,187.0100000,188.7600000,185.8500000,188.0300000,51.107.720
GAZP,D,20201126,000000,188.2500000,189.1000000,184.6000000,185.5200000,45.706.250
GAZP,D,20201127,000000,185.1300000,186.7500000,182.5600000,185.9000000,49.983.540
GAZP,D,20201130,000000,185.1000000,185.1400000,180.0400000,181.8900000,73.156.960
GAZP,D,20201201,000000,182.6000000,188.0900000,181.7800000,185.3400000,67.193.810
GAZP,D,20201202,000000,185.0000000,187.2400000,183.1200000,187.2200000,40.191.320
GAZP,D,20201203,000000,186.9800000,187.5800000,184.3700000,185.1200000,35.885.290
GAZP,D,20201204,000000,186.2000000,189.4200000,185.8500000,188.7900000,50.684.840
GAZP,D,20201207,000000,188.2200000,192.8500000,187.8000000,190.7600000,53.512.780
GAZP,D,20201208,000000,190.3400000,191.4500000,187.8000000,190.0000000,48.382.270
GAZP,D,20201209,000000,190.3000000,193.0900000,189.0500000,189.3500000,52.678.040
GAZP,D,20201210,000000,189.5500000,193.5100000,188.6700000,192.9500000,54.318.200
GAZP,D,20201211,000000,193.0500000,201.6300000,192.3100000,201.5000000,103.060.380
GAZP,D,20201214,000000,203.5000000,207.8500000,198.7800000,199.9100000,122.788.480
GAZP,D,20201215,000000,199.0100000,202.2900000,197.0500000,201.0000000,65.473.740
GAZP,D,20201216,000000,201.0100000,206.2000000,199.5400000,206.2000000,75.214.780
GAZP,D,20201217,000000,206.7000000,215.3800000,206.5100000,214.5200000,159.538.150
GAZP,D,20201218,000000,214.0000000,214.5000000,207.2200000,212.6900000,133.717.910
GAZP,D,20201221,000000,209.9100000,209.9900000,200.8000000,203.4600000,123.517.830
GAZP,D,20201222,000000,200.7400000,210.6800000,199.1900000,208.4000000,109.794.540
GAZP,D,20201223,000000,209.0000000,212.7800000,206.2000000,207.6300000,78.877.050
GAZP,D,20201224,000000,208.5400000,209.9600000,203.1500000,206.2400000,59.081.790
GAZP,D,20201225,000000,206.2000000,206.7300000,204.0100000,205.0300000,16.517.780
GAZP,D,20201228,000000,205.5300000,207.8600000,205.1500000,206.1100000,35.038.710
GAZP,D,20201229,000000,206.9500000,210.0000000,206.6100000,208.7500000,42.353.620
GAZP,D,20201230,000000,209.8800000,213.3800000,209.5000000,212.9800000,74.667.210
GAZP,D,20210104,000000,212.7100000,216.6300000,211.6400000,212.7100000,55.195.430
GAZP,D,20210105,000000,213.2000000,215.3800000,210.2200000,215.3200000,48.913.740
GAZP,D,20210106,000000,215.4800000,216.8000000,213.0700000,214.3800000,47.897.590
GAZP,D,20210108,000000,217.1400000,226.2400000,217.0000000,225.4900000,100.717.800
GAZP,D,20210111,000000,225.0500000,231.0000000,221.8100000,227.6000000,112.506.470
GAZP,D,20210112,000000,229.0000000,231.4400000,225.6600000,228.6900000,64.309.460
GAZP,D,20210113,000000,229.2900000,230.3500000,225.2000000,226.8000000,61.102.300
GAZP,D,20210114,000000,226.4900000,229.5700000,223.2000000,228.8600000,60.003.270
GAZP,D,20210115,000000,227.5000000,230.7000000,226.0000000,226.5000000,54.765.970
GAZP,D,20210118,000000,225.5500000,228.5000000,221.3400000,226.8800000,69.147.920
GAZP,D,20210119,000000,227.6600000,228.8500000,223.0000000,223.1500000,66.619.900
GAZP,D,20210120,000000,223.0000000,225.7800000,221.5500000,224.3000000,51.248.650
GAZP,D,20210121,000000,224.4000000,224.9600000,217.2200000,217.2800000,76.701.270
GAZP,D,20210122,000000,216.4500000,216.5000000,210.5000000,215.4900000,94.721.320
GAZP,D,20210125,000000,216.9000000,219.6600000,214.5300000,218.6800000,74.456.540
GAZP,D,20210126,000000,216.8000000,220.2900000,215.7100000,218.8000000,45.114.650
GAZP,D,20210127,000000,219.4900000,222.0000000,216.4400000,217.4000000,59.271.760
GAZP,D,20210128,000000,215.9100000,219.4900000,214.2600000,217.7000000,52.341.000
GAZP,D,20210129,000000,216.7500000,216.7500000,212.4700000,212.8300000,66.744.580
GAZP,D,20210201,000000,214.6100000,214.8700000,212.2400000,214.6600000,39.314.420
GAZP,D,20210202,000000,215.5000000,219.7400000,213.2500000,214.4200000,77.924.880
GAZP,D,20210203,000000,215.4100000,218.4200000,213.7900000,218.1000000,45.974.890
GAZP,D,20210204,000000,218.7100000,221.4000000,216.8800000,219.7900000,47.881.150
GAZP,D,20210205,000000,220.6800000,222.2100000,219.0000000,222.0100000,42.127.830
GAZP,D,20210208,000000,223.0600000,228.0000000,223.0000000,228.0000000,67.144.040
GAZP,D,20210209,000000,229.0000000,229.4900000,225.8000000,227.7300000,60.518.190
GAZP,D,20210210,000000,227.9800000,228.2900000,221.8000000,223.2400000,41.883.700
GAZP,D,20210211,000000,223.4500000,223.6700000,220.7300000,221.3500000,34.480.880
GAZP,D,20210212,000000,220.7800000,227.4700000,216.7700000,226.7100000,69.179.250
GAZP,D,20210215,000000,228.4900000,230.0000000,226.7000000,229.2200000,59.793.600
GAZP,D,20210216,000000,229.9500000,233.2200000,227.5700000,232.4600000,85.667.580
GAZP,D,20210217,000000,232.3200000,233.3500000,225.3300000,229.1400000,64.532.970
GAZP,D,20210218,000000,228.9800000,228.9800000,224.0100000,224.4700000,43.762.150
GAZP,D,20210219,000000,224.0200000,226.2600000,221.1000000,226.0000000,44.854.360
GAZP,D,20210220,000000,226.3500000,227.1000000,225.0000000,225.8400000,6.053.880
GAZP,D,20210222,000000,226.4900000,227.3000000,223.0400000,225.6300000,31.412.770
GAZP,D,20210224,000000,224.4200000,225.6400000,220.8500000,222.5500000,40.792.480
GAZP,D,20210225,000000,223.4700000,225.5000000,221.2200000,221.7000000,42.722.110
GAZP,D,20210226,000000,220.5600000,221.6800000,217.2000000,217.5600000,63.735.100
GAZP,D,20210301,000000,219.3400000,222.0100000,218.2500000,221.4700000,28.373.590
GAZP,D,20210302,000000,220.0000000,224.1100000,219.7600000,222.7400000,34.140.160
GAZP,D,20210303,000000,224.2000000,226.7900000,221.7000000,222.1500000,33.225.100
GAZP,D,20210304,000000,221.8800000,226.6900000,219.5000000,221.1400000,46.417.010
GAZP,D,20210305,000000,222.0500000,228.4200000,220.0200000,227.0000000,55.786.000
GAZP,D,20210309,000000,227.5100000,233.0700000,226.0500000,232.1000000,73.759.850
GAZP,D,20210310,000000,231.8300000,235.5000000,230.6600000,231.6900000,55.372.950
GAZP,D,20210311,000000,232.8300000,233.5300000,230.0700000,232.4700000,32.131.810
GAZP,D,20210312,000000,232.0100000,234.3900000,230.6000000,233.8000000,28.819.550
GAZP,D,20210315,000000,234.9800000,238.0900000,234.4600000,237.7900000,46.121.290
GAZP,D,20210316,000000,237.3000000,238.2300000,233.8000000,234.0200000,38.029.020
GAZP,D,20210317,000000,234.0000000,234.5600000,227.2100000,229.9000000,62.072.590
GAZP,D,20210318,000000,230.0500000,231.7900000,223.7000000,224.3500000,67.581.990
GAZP,D,20210319,000000,223.0500000,226.6400000,222.3700000,225.4000000,58.484.100
GAZP,D,20210322,000000,225.1400000,225.3400000,220.7900000,221.8800000,58.491.290
GAZP,D,20210323,000000,221.3500000,224.4400000,219.8100000,221.6200000,43.094.210
GAZP,D,20210324,000000,222.3900000,225.4500000,220.5300000,223.6500000,36.700.010
GAZP,D,20210325,000000,224.2000000,225.3800000,222.7000000,224.8400000,29.735.720
GAZP,D,20210326,000000,225.7400000,227.6000000,225.1300000,227.3000000,26.672.930
GAZP,D,20210329,000000,226.7900000,229.1500000,226.3100000,228.7400000,23.752.090
GAZP,D,20210330,000000,228.9500000,230.1000000,225.0400000,225.9300000,26.818.410
GAZP,D,20210331,000000,226.4000000,228.4000000,223.3200000,227.2400000,38.847.380
GAZP,D,20210401,000000,228.4300000,231.6700000,225.7500000,226.9400000,43.823.600
GAZP,D,20210402,000000,227.0000000,229.2000000,226.5400000,228.4000000,12.621.010
GAZP,D,20210405,000000,227.9000000,227.9200000,224.1300000,225.0600000,23.919.530
GAZP,D,20210406,000000,226.0100000,226.5500000,221.9100000,222.9500000,36.223.380
GAZP,D,20210407,000000,222.3100000,226.0100000,220.6800000,224.5100000,29.483.660
GAZP,D,20210408,000000,224.8400000,226.3000000,222.8800000,224.3000000,19.420.190
GAZP,D,20210409,000000,224.1700000,224.3000000,221.4800000,222.1500000,20.902.100
GAZP,D,20210412,000000,220.9500000,224.2500000,219.6000000,222.8700000,29.206.290
GAZP,D,20210413,000000,223.0200000,228.3300000,221.1000000,227.9900000,39.063.400
GAZP,D,20210414,000000,230.5800000,236.5800000,229.3100000,235.3200000,91.895.500
GAZP,D,20210415,000000,230.1000000,236.3900000,228.2300000,234.6300000,62.531.120
GAZP,D,20210416,000000,235.4900000,237.4500000,232.7000000,235.1000000,46.181.390
GAZP,D,20210419,000000,234.7400000,234.9000000,230.2800000,231.1700000,39.712.830
GAZP,D,20210420,000000,231.5800000,233.1700000,229.0000000,230.0000000,43.916.060
GAZP,D,20210421,000000,229.9300000,231.8000000,228.3700000,230.8400000,35.493.950
GAZP,D,20210422,000000,230.6800000,232.1500000,227.1400000,230.9300000,60.338.620
GAZP,D,20210423,000000,231.3000000,233.3000000,230.0000000,232.6200000,35.447.230
GAZP,D,20210426,000000,233.0200000,234.9100000,232.1600000,233.2300000,28.695.180
GAZP,D,20210427,000000,233.5000000,235.1400000,231.2100000,232.0000000,29.275.690
GAZP,D,20210428,000000,232.5500000,233.2400000,230.2000000,232.9600000,37.443.310
GAZP,D,20210429,000000,234.0800000,236.1800000,229.0000000,230.5100000,55.599.370
GAZP,D,20210430,000000,230.1100000,231.6000000,228.8600000,231.3800000,32.069.550
GAZP,D,20210504,000000,232.2000000,234.3000000,230.9600000,233.8000000,37.916.850
GAZP,D,20210505,000000,234.2100000,237.7700000,233.6900000,237.5000000,38.141.220
GAZP,D,20210506,000000,237.9000000,243.3200000,237.7500000,243.0000000,50.375.470
GAZP,D,20210507,000000,243.4900000,243.9900000,240.7800000,241.7000000,37.128.000
GAZP,D,20210510,000000,242.3500000,244.3000000,240.5200000,241.4100000,32.389.560
GAZP,D,20210511,000000,240.2000000,243.1700000,239.0500000,242.5000000,35.809.800
GAZP,D,20210512,000000,242.1100000,244.4200000,241.5600000,241.7900000,33.270.270
GAZP,D,20210513,000000,242.2500000,247.2900000,242.0500000,247.1600000,64.157.170
GAZP,D,20210514,000000,248.0000000,250.4000000,247.5300000,249.5500000,50.267.520
GAZP,D,20210517,000000,250.0000000,255.2500000,249.4500000,255.1500000,41.074.310
GAZP,D,20210518,000000,256.1100000,268.3800000,254.5400000,266.2200000,86.151.870
GAZP,D,20210519,000000,263.9000000,264.5000000,256.0000000,260.9000000,93.197.170
GAZP,D,20210520,000000,260.8000000,262.7800000,256.9000000,259.1600000,46.502.970
GAZP,D,20210521,000000,260.0400000,260.7000000,257.1200000,258.0000000,29.037.660
GAZP,D,20210524,000000,258.6900000,261.4700000,257.1200000,261.2400000,24.616.020
GAZP,D,20210525,000000,262.3300000,262.7200000,258.3100000,259.7900000,30.568.090
GAZP,D,20210526,000000,260.5200000,263.3300000,260.0100000,263.0900000,34.571.110
GAZP,D,20210527,000000,261.9800000,263.7500000,261.2200000,262.9600000,57.534.350
GAZP,D,20210528,000000,263.7900000,265.9300000,261.3500000,262.0000000,35.266.300
GAZP,D,20210531,000000,261.0000000,261.6000000,259.3000000,261.0300000,21.367.010
GAZP,D,20210601,000000,261.9700000,264.7600000,261.5800000,263.8600000,32.746.740
GAZP,D,20210602,000000,264.0500000,271.3600000,263.5500000,271.1500000,53.327.960
GAZP,D,20210603,000000,272.3300000,274.3000000,268.2000000,272.1000000,52.795.050
GAZP,D,20210604,000000,271.9200000,276.2200000,269.5800000,274.3000000,54.381.240
GAZP,D,20210607,000000,274.0500000,276.7000000,273.8500000,275.6700000,34.226.150
GAZP,D,20210608,000000,275.5000000,277.5800000,272.9100000,275.3600000,53.072.570
GAZP,D,20210609,000000,275.9300000,276.3900000,273.7600000,275.6500000,28.255.880
GAZP,D,20210610,000000,275.4000000,277.7700000,274.3200000,276.1000000,37.243.570
GAZP,D,20210611,000000,276.5800000,278.0000000,274.8500000,277.0500000,26.611.040
GAZP,D,20210614,000000,277.6200000,280.4500000,277.2200000,279.5000000,28.175.830
GAZP,D,20210615,000000,279.9200000,280.1400000,272.6300000,272.7200000,52.220.420
GAZP,D,20210616,000000,272.9900000,275.2300000,270.1200000,271.8000000,67.245.290
GAZP,D,20210617,000000,270.9000000,273.8900000,269.1000000,272.5000000,43.611.060
GAZP,D,20210618,000000,271.6100000,273.1800000,268.6500000,270.0600000,52.681.210
GAZP,D,20210621,000000,269.7700000,272.8600000,268.0900000,272.6200000,27.431.480
GAZP,D,20210622,000000,273.5200000,277.0000000,272.8900000,277.0000000,36.914.430
GAZP,D,20210623,000000,277.8900000,279.5600000,276.6700000,277.3500000,33.546.790
GAZP,D,20210624,000000,278.2000000,279.4700000,275.5000000,277.4700000,42.556.030
GAZP,D,20210625,000000,277.8000000,277.9200000,276.1200000,277.1900000,29.702.030
GAZP,D,20210628,000000,277.2300000,279.6100000,276.4300000,276.9900000,28.083.560
GAZP,D,20210629,000000,276.1200000,277.5000000,273.1700000,276.8000000,37.588.780
GAZP,D,20210630,000000,277.2800000,281.8200000,276.5000000,281.8000000,60.312.970
GAZP,D,20210701,000000,281.8800000,286.2500000,281.8800000,285.7400000,50.045.350
GAZP,D,20210702,000000,285.7000000,286.1900000,282.8000000,285.6500000,29.285.170
GAZP,D,20210705,000000,286.0000000,291.4900000,285.7800000,291.1000000,34.201.020
GAZP,D,20210706,000000,292.0000000,295.9700000,291.3400000,293.4500000,80.345.400
GAZP,D,20210707,000000,293.8500000,297.4800000,293.4700000,297.3900000,67.043.710
GAZP,D,20210708,000000,296.4500000,297.0000000,290.3300000,292.8600000,52.704.630
GAZP,D,20210709,000000,293.5100000,295.5800000,292.0000000,295.2200000,40.962.550
GAZP,D,20210712,000000,295.5300000,298.4800000,294.9000000,297.3900000,43.336.120
GAZP,D,20210713,000000,297.7700000,297.7700000,293.0000000,293.8300000,49.180.620
GAZP,D,20210714,000000,282.8800000,286.9300000,282.8800000,284.6000000,52.516.030
GAZP,D,20210715,000000,284.5800000,285.1100000,278.9600000,280.0100000,41.716.630
GAZP,D,20210716,000000,279.3800000,282.0000000,278.0000000,279.6500000,27.958.640
GAZP,D,20210719,000000,277.2600000,279.5100000,273.1500000,275.5100000,42.536.580
GAZP,D,20210720,000000,276.7900000,278.6800000,273.1000000,277.3000000,31.024.530
GAZP,D,20210721,000000,277.5400000,285.0100000,276.0000000,282.9000000,41.055.170
GAZP,D,20210722,000000,283.5000000,285.0900000,281.2100000,283.2800000,40.212.130
GAZP,D,20210723,000000,283.0800000,285.0000000,279.0500000,279.5100000,38.260.370
GAZP,D,20210726,000000,277.3700000,281.3700000,276.7000000,281.0500000,27.353.690
GAZP,D,20210727,000000,280.1900000,280.8300000,276.8400000,278.0800000,28.452.110
GAZP,D,20210728,000000,278.0500000,282.9800000,277.7000000,282.2000000,32.789.740
GAZP,D,20210729,000000,283.9700000,287.7500000,283.5800000,287.0000000,41.127.080
GAZP,D,20210730,000000,285.3700000,287.5800000,283.2800000,287.3500000,46.696.620
GAZP,D,20210802,000000,287.8800000,289.4800000,285.2100000,286.7500000,38.297.270
GAZP,D,20210803,000000,286.7700000,288.0500000,284.3400000,287.0900000,27.065.240
GAZP,D,20210804,000000,287.8900000,288.8000000,286.0000000,287.9400000,23.599.750
GAZP,D,20210805,000000,287.3100000,288.2800000,285.1600000,285.9500000,47.254.880
GAZP,D,20210806,000000,285.2600000,285.7200000,277.8700000,282.2700000,90.600.850
GAZP,D,20210809,000000,282.2300000,287.9000000,280.8000000,286.6800000,68.779.100
GAZP,D,20210810,000000,288.0000000,288.8000000,285.7000000,288.6100000,28.839.550
GAZP,D,20210811,000000,288.9200000,291.4900000,287.1200000,290.3500000,37.928.360
GAZP,D,20210812,000000,290.2500000,293.8100000,290.2500000,293.2300000,37.564.370
GAZP,D,20210813,000000,292.6500000,293.9000000,291.7500000,292.7000000,21.802.270
GAZP,D,20210816,000000,291.4700000,295.4800000,290.9500000,295.1000000,32.273.890
GAZP,D,20210817,000000,295.1300000,299.5000000,290.3200000,298.3200000,50.482.060
GAZP,D,20210818,000000,299.0000000,299.9500000,295.0000000,295.0500000,35.531.240
GAZP,D,20210819,000000,293.4900000,294.7200000,289.6800000,293.6800000,55.911.470
GAZP,D,20210820,000000,293.7900000,294.9000000,289.5000000,292.5700000,38.594.640
GAZP,D,20210823,000000,294.7000000,297.9400000,294.1000000,297.6900000,38.038.340
GAZP,D,20210824,000000,299.0000000,301.0000000,295.9500000,298.7000000,48.940.480
GAZP,D,20210825,000000,298.7100000,299.2000000,294.3700000,296.7000000,30.906.470
GAZP,D,20210826,000000,295.9200000,295.9700000,293.0400000,294.3400000,24.990.510
GAZP,D,20210827,000000,295.8100000,300.0000000,294.8100000,299.6600000,34.063.060
GAZP,D,20210830,000000,301.6600000,305.5000000,299.9700000,305.1700000,69.849.150
GAZP,D,20210831,000000,305.8300000,307.6700000,304.1000000,305.6500000,64.318.080
GAZP,D,20210901,000000,306.6000000,313.9500000,306.1900000,312.8900000,79.410.570
GAZP,D,20210902,000000,313.5900000,314.8000000,310.3000000,312.3000000,53.349.820
GAZP,D,20210903,000000,312.7000000,317.9600000,311.1600000,317.9400000,63.637.790
GAZP,D,20210906,000000,319.0000000,329.3500000,318.6000000,328.9300000,80.141.350
GAZP,D,20210907,000000,329.9500000,333.0000000,325.5000000,327.7300000,71.864.800
GAZP,D,20210908,000000,328.4900000,328.5000000,322.2200000,327.6000000,58.765.620
GAZP,D,20210909,000000,326.0000000,328.1400000,323.5000000,324.5700000,40.361.580
GAZP,D,20210910,000000,326.5500000,330.0000000,325.5000000,326.4300000,41.425.440
GAZP,D,20210913,000000,327.5200000,333.0000000,327.3000000,332.7500000,55.356.420
GAZP,D,20210914,000000,333.1300000,339.9200000,332.3600000,338.9800000,97.138.220
GAZP,D,20210915,000000,339.3900000,344.2000000,337.7200000,343.3400000,108.811.990
GAZP,D,20210916,000000,342.0000000,342.9900000,337.0300000,338.5000000,94.713.520
GAZP,D,20210917,000000,338.8300000,339.2900000,333.3000000,334.5000000,61.454.980
GAZP,D,20210920,000000,329.9700000,332.0000000,321.2600000,325.7000000,72.882.270
GAZP,D,20210921,000000,328.7000000,336.7800000,328.4400000,335.3000000,77.355.030
GAZP,D,20210922,000000,338.4000000,341.4900000,337.4000000,340.5900000,60.974.110
GAZP,D,20210923,000000,342.0000000,345.2000000,339.4300000,343.4700000,63.445.330
GAZP,D,20210924,000000,343.6700000,344.9000000,340.0000000,344.2900000,40.071.320
GAZP,D,20210927,000000,347.5200000,355.1900000,347.0000000,355.1900000,80.950.780
GAZP,D,20210928,000000,359.0000000,361.8000000,353.6800000,354.0700000,93.838.880
GAZP,D,20210929,000000,354.0500000,360.9400000,352.3000000,360.8800000,60.144.670
GAZP,D,20210930,000000,363.2600000,364.5300000,359.5300000,360.8000000,69.876.200
GAZP,D,20211001,000000,358.4500000,363.7800000,356.0000000,363.2500000,47.529.090
GAZP,D,20211004,000000,364.6700000,378.3300000,364.3000000,376.0600000,102.227.330
GAZP,D,20211005,000000,378.0600000,389.8200000,378.0300000,389.8200000,134.521.820
GAZP,D,20211006,000000,394.9800000,397.6400000,370.2500000,381.3000000,216.137.070
GAZP,D,20211007,000000,382.1800000,384.3000000,361.6100000,370.7000000,160.398.770
GAZP,D,20211008,000000,371.5000000,373.0000000,364.7700000,366.1700000,70.161.810
GAZP,D,20211011,000000,369.0000000,372.6100000,363.7000000,369.8100000,77.995.010
GAZP,D,20211012,000000,367.2600000,368.8500000,362.2500000,364.1000000,56.619.460
GAZP,D,20211013,000000,365.2400000,365.4400000,352.7100000,362.7700000,102.086.460
GAZP,D,20211014,000000,366.4000000,369.7000000,364.3500000,367.0000000,59.659.170
GAZP,D,20211015,000000,368.3100000,369.3500000,366.6100000,367.7600000,35.816.900
GAZP,D,20211018,000000,365.0100000,366.4500000,360.1500000,363.5000000,42.945.850
GAZP,D,20211019,000000,364.9800000,368.8300000,362.2400000,368.8300000,51.429.080
GAZP,D,20211020,000000,367.9000000,370.7500000,365.5000000,369.9700000,39.435.100
GAZP,D,20211021,000000,368.0000000,370.1900000,360.8800000,363.3700000,46.351.220
GAZP,D,20211022,000000,361.3800000,364.1900000,357.4800000,358.1200000,48.056.440
GAZP,D,20211025,000000,359.9900000,365.8400000,356.6900000,364.8400000,57.268.410
GAZP,D,20211026,000000,365.0400000,369.3300000,362.5400000,364.8200000,51.713.180
GAZP,D,20211027,000000,363.2700000,365.4900000,361.1800000,362.1700000,30.579.360
GAZP,D,20211028,000000,360.9600000,362.0200000,351.6200000,353.2100000,86.476.220
GAZP,D,20211029,000000,351.1000000,352.6000000,345.4000000,350.1800000,74.862.900
GAZP,D,20211101,000000,350.3000000,359.3000000,350.3000000,359.1000000,46.460.760
GAZP,D,20211102,000000,359.1600000,360.0000000,351.2400000,352.4800000,42.925.940
GAZP,D,20211103,000000,350.5500000,353.8600000,346.6200000,353.0200000,37.782.790
GAZP,D,20211105,000000,352.0000000,354.8000000,349.2300000,350.6000000,25.553.970
GAZP,D,20211108,000000,353.0000000,356.3400000,348.3400000,351.4700000,39.731.410
GAZP,D,20211109,000000,351.0600000,353.6100000,346.9900000,349.4600000,31.015.520
GAZP,D,20211110,000000,349.8700000,351.2500000,344.2000000,345.8000000,35.456.770
GAZP,D,20211111,000000,346.9400000,348.4300000,343.8000000,347.4400000,40.212.180
GAZP,D,20211112,000000,346.8400000,347.1500000,331.0000000,333.6000000,127.163.510
GAZP,D,20211115,000000,333.8100000,341.8100000,333.6700000,340.3000000,64.140.420
GAZP,D,20211116,000000,341.4800000,342.8500000,331.6100000,336.7900000,64.616.650
GAZP,D,20211117,000000,336.0000000,351.8200000,334.8300000,349.9800000,79.007.960
GAZP,D,20211118,000000,350.0500000,359.3200000,342.2800000,345.5600000,101.979.450
GAZP,D,20211119,000000,348.2700000,350.7300000,334.2000000,337.6200000,95.994.240
GAZP,D,20211122,000000,334.9900000,335.6800000,316.6600000,319.2000000,151.300.550
GAZP,D,20211123,000000,316.4500000,341.7700000,310.6200000,341.7700000,150.432.770
GAZP,D,20211124,000000,343.8700000,348.0000000,332.7500000,338.3000000,93.592.790
GAZP,D,20211125,000000,340.0000000,343.0000000,335.7000000,337.5500000,48.702.100
GAZP,D,20211126,000000,325.0000000,332.0000000,320.1000000,326.0000000,103.502.140
GAZP,D,20211129,000000,335.0000000,345.3300000,331.9600000,339.2000000,99.152.930
GAZP,D,20211130,000000,332.4800000,342.5500000,331.5000000,334.2400000,130.276.980
GAZP,D,20211201,000000,338.5700000,350.3700000,337.6100000,345.2100000,92.906.220
GAZP,D,20211202,000000,347.3000000,352.6700000,344.8000000,350.3000000,75.360.830
GAZP,D,20211203,000000,351.5000000,353.1300000,343.2100000,345.9900000,51.627.900
GAZP,D,20211206,000000,347.2700000,349.3600000,333.3500000,338.9400000,70.924.550
GAZP,D,20211207,000000,339.2500000,346.0000000,333.4300000,344.9600000,75.507.480
GAZP,D,20211208,000000,346.0000000,348.4700000,336.5300000,340.5000000,78.321.390
GAZP,D,20211209,000000,341.4500000,344.2000000,335.7200000,336.6000000,61.406.510
GAZP,D,20211210,000000,337.0200000,338.3100000,329.9800000,332.0000000,44.642.520
GAZP,D,20211213,000000,333.0900000,334.8800000,305.7600000,307.2600000,140.577.980
GAZP,D,20211214,000000,306.9900000,320.0000000,289.7800000,319.3500000,168.672.960
GAZP,D,20211215,000000,319.6500000,325.8300000,316.5000000,324.0900000,79.742.820
GAZP,D,20211216,000000,326.1800000,332.3000000,325.3800000,328.3900000,95.469.330
GAZP,D,20211217,000000,327.9800000,329.7000000,323.0300000,327.3000000,72.099.410
GAZP,D,20211220,000000,324.0000000,326.0000000,316.1100000,325.9000000,70.795.770
GAZP,D,20211221,000000,326.7500000,339.8800000,326.5000000,339.8800000,80.061.070
GAZP,D,20211222,000000,340.0100000,349.5900000,339.2900000,345.5500000,96.809.420
GAZP,D,20211223,000000,346.1000000,348.3200000,337.0000000,339.8100000,72.129.000
GAZP,D,20211224,000000,339.3000000,340.9800000,334.5500000,338.7900000,39.005.950
GAZP,D,20211227,000000,339.6800000,343.9700000,339.3300000,343.9700000,29.925.890
GAZP,D,20211228,000000,344.0400000,346.6000000,342.5500000,343.2300000,34.848.840
GAZP,D,20211229,000000,343.3000000,344.4800000,337.1300000,340.3300000,43.005.060
GAZP,D,20211230,000000,340.7500000,344.0000000,337.4000000,342.3900000,40.853.240
GAZP,D,20220103,000000,345.0100000,353.8800000,344.3000000,353.7300000,40.057.980
GAZP,D,20220104,000000,353.9900000,358.1000000,348.3500000,352.5500000,52.693.510
GAZP,D,20220105,000000,351.9000000,353.5000000,331.5500000,335.0000000,80.969.440
GAZP,D,20220106,000000,335.8000000,347.6700000,330.1100000,346.1300000,74.572.470
GAZP,D,20220110,000000,348.3300000,351.0000000,340.5100000,344.0000000,51.047.490
GAZP,D,20220111,000000,344.6800000,347.0000000,341.2700000,343.7400000,41.961.140
GAZP,D,20220112,000000,344.1100000,348.6400000,339.5700000,347.4300000,53.443.260
GAZP,D,20220113,000000,347.1100000,347.5000000,333.4900000,337.6000000,118.257.640
GAZP,D,20220114,000000,338.5900000,340.9600000,321.5100000,335.7600000,120.546.960
GAZP,D,20220117,000000,335.9100000,338.9500000,319.1700000,327.8100000,96.925.780
GAZP,D,20220118,000000,329.1500000,329.3000000,296.7000000,301.1100000,220.096.130
GAZP,D,20220119,000000,300.0000000,320.4200000,282.7200000,318.3600000,220.036.310
